Overall_Position,Official_Time,Net_Time,tenkm_Time,Half_Way_Time,thirtykm_Time,label
61,0.20050408482530846,0.20346167432002815,0.22423357664233579,0.23171490818549645,0.2191750278706801,0
62,0.20189466365374586,0.1912751677852349,0.2814598540145985,0.23607220666044204,0.21516164994425868,0
63,0.2030245089518511,0.20540445072412572,0.1897810218978102,0.20712729536258956,0.20022296544035678,0
64,0.20337215365896044,0.20672907099964677,0.18627737226277374,0.200280112044818,0.20958751393534003,0
65,0.20545802190161655,0.20867184740374412,0.15445255474452557,0.1840958605664489,0.196098104793757,0
66,0.2058056666087259,0.20884846344048036,0.09109489051094888,0.13787737317149085,0.172463768115942,0
67,0.20676168955327656,0.20805369127516782,0.13868613138686126,0.14659197012138192,0.16778149386845043,0
68,0.20702242308360852,0.20999646767926516,0.21343065693430652,0.22813569872393402,0.21906354515050164,0
69,0.20728315661394048,0.2091133874955846,0.1760583941605839,0.18518518518518523,0.19509476031215167,0
70,0.20737006779071787,0.21061462380784168,0.171970802919708,0.1797385620915033,0.18104793756967674,0
71,0.2085868242656005,0.20840692334864008,0.23182481751824813,0.24385309679427325,0.23288740245261996,0
72,0.20893446897270984,0.21167432002825848,0.19065693430656938,0.21802054154995332,0.2142697881828317,0
73,0.20945593603337398,0.2100847756976334,0.19591240875912408,0.20074696545284787,0.19866220735785955,0
74,0.21015122544759246,0.19692688096079114,0.2840875912408759,0.24867724867724872,0.22798216276477157,0
75,0.2105857813314792,0.21291063228541152,0.2175182481751825,0.22175536881419233,0.22073578595317733,0
76,0.21354076134190858,0.21679618509360643,0.12437956204379563,0.15639589169000934,0.1743589743589744,0
77,0.21371458369546315,0.21653126103850218,0.17051094890510943,0.19856831621537507,0.20479375696767,0
78,0.2147575178167912,0.2145001766160366,0.17547445255474448,0.20588235294117652,0.21739130434782605,0
79,0.21501825134712316,0.21785588131402323,0.2096350364963504,0.22751322751322756,0.21950947603121518,0
80,0.2154528072310099,0.21865065347933577,0.20846715328467147,0.22486772486772488,0.21950947603121518,0
81,0.21640883017556056,0.21953373366301654,0.1535766423357664,0.1735138499844383,0.18205128205128207,0
82,0.21640883017556056,0.21670787707523842,0.2385401459854014,0.2368502956738251,0.22775919732441463,0
83,0.21658265252911513,0.2084952313670081,0.25547445255474455,0.23591658885776534,0.21884057971014492,0
84,0.21988527724665385,0.2145001766160366,0.24496350364963504,0.23809523809523814,0.22519509476031208,0
85,0.220406744307318,0.22386082656305195,0.25664233576642337,0.22953625894802365,0.21326644370122627,0
86,0.22058056666087256,0.22412575061815598,0.16700729927007296,0.17055711173358235,0.1779264214046823,0
87,0.22110203372153647,0.22068173790180134,0.24175182481751822,0.23949579831932777,0.242809364548495,0
88,0.22214496784286453,0.22589191098551753,0.171970802919708,0.19063180827886717,0.20523968784838353,0
89,0.22223187901964192,0.22315436241610742,0.1950364963503649,0.2060379707438531,0.20133779264214047,0
90,0.22249261254997388,0.21520664076298113,0.27124087591240875,0.24198568316215374,0.22151616499442595,0
91,0.22318790196419258,0.2150300247262451,0.141021897810219,0.14612511671335204,0.17904124860646597,0
92,0.2244046584390752,0.2274814553161426,0.14861313868613135,0.1615312791783381,0.1735785953177258,0
93,0.22675126021206327,0.2301306958671847,0.17576642335766424,0.19825708061002179,0.2061315496098105,0
94,0.22701199374239522,0.22156481808548212,0.28905109489051095,0.2587924058512293,0.23154960981047945,0
95,0.22762037197983653,0.21953373366301654,0.3284671532846716,0.29116090880796774,0.25897435897435894,0
96,0.22883712845471937,0.2285411515365594,0.23386861313868612,0.22159975101151574,0.20981047937569675,0
97,0.22953241786893785,0.23304486047333084,0.18948905109489045,0.20308123249299725,0.20323299888517277,0
98,0.22961932904571525,0.23242670434475454,0.18218978102189776,0.21179582944288833,0.21583054626532894,0
99,0.22970624022249264,0.23295655245496283,0.17459854014598541,0.20339246809835054,0.2142697881828317,0
100,0.2298800625760472,0.2031084422465559,0.315036496350365,0.2614379084967321,0.23400222965440354,0
101,0.23022770728315656,0.23295655245496283,0.17226277372262777,0.200280112044818,0.21884057971014492,0
102,0.23153137493481657,0.23516425291416465,0.14160583941605842,0.1635543106131342,0.1792642140468228,0
103,0.2320528419954807,0.22986577181208045,0.2201459854014598,0.2122626828509182,0.21036789297658864,0
104,0.23257430905614462,0.23640056517131747,0.22306569343065696,0.24525365701836288,0.23812709030100332,0
105,0.23266122023292202,0.21026139173436942,0.33255474452554745,0.29116090880796774,0.26923076923076916,0
107,0.23326959847036333,0.23666548922642172,0.18364963503649634,0.20588235294117652,0.21192865105908587,0
108,0.23439944376846855,0.22059342988343333,0.3337226277372263,0.28462496109554947,0.2517279821627647,0
109,0.2349209108291327,0.2386965736488873,0.20817518248175182,0.21802054154995332,0.22017837235228543,0
110,0.23570311142012856,0.23693041328152598,0.1865693430656934,0.20354808590102713,0.20813823857302116,0
111,0.2361376673040153,0.22421405863652422,0.2934306569343066,0.2717086834733894,0.251505016722408,0
112,0.23709369024856597,0.24019780996114437,0.23503649635036494,0.24400871459694995,0.23311036789297668,0
113,0.23752824613245271,0.24161073825503343,0.1661313868613139,0.1901649548708373,0.20568561872909696,0
114,0.2389188249608899,0.24187566231013768,0.18043795620437952,0.19125427948957363,0.20133779264214047,0
115,0.2396141143751086,0.22324267043447543,0.31737226277372266,0.27699968876439474,0.25540691192865106,0
116,0.23996175908221795,0.23957965383256785,0.22306569343065696,0.22735760971055097,0.23835005574136003,0
117,0.2403963149661047,0.23896149770399155,0.27970802919708027,0.2629940865234984,0.2471571906354515,0
118,0.24083087084999122,0.23286824443659482,0.26072992700729924,0.24540927482103958,0.234113712374582,0
119,0.24187380497131927,0.23843164959378305,0.23708029197080294,0.22938064114534706,0.22998885172798222,0
120,0.24317747262297928,0.24055104203461664,0.20145985401459854,0.19841269841269848,0.21081382385730207,0
121,0.24335129497653407,0.24717414341222188,0.2017518248175182,0.2287581699346406,0.2346711259754739,0
122,0.24335129497653407,0.2472624514305899,0.23620437956204376,0.22128851540616246,0.21962095875139354,0
123,0.24343820615331124,0.24231720240197796,0.2595620437956204,0.2696856520385932,0.2580824972129321,0
124,0.2436989396836432,0.23534086895090067,0.27328467153284675,0.23342670401493937,0.2311036789297658,0
125,0.2437858508604206,0.24637937124690912,0.1950364963503649,0.22813569872393402,0.22887402452619843,0
126,0.243872762037198,0.2474390674673259,0.2154744525547445,0.23778400248988485,0.234113712374582,0
127,0.24491569615852604,0.24823383963263868,0.20788321167883206,0.23233737939620291,0.23054626532887412,0
128,0.2450895185120806,0.24311197456729072,0.13751824817518243,0.14721444133208839,0.18015607580824977,0
129,0.245176429688858,0.24876368774284696,0.1950364963503649,0.22813569872393402,0.22887402452619843,0
130,0.2458717191030767,0.2474390674673259,0.22978102189781024,0.2469654528478059,0.24258639910813828,0
131,0.24604554145663127,0.24805722359590243,0.21459854014598534,0.24447556800497983,0.2479375696767001,0
132,0.24743612028506867,0.2473507594489579,0.21138686131386863,0.214441332088391,0.21125975473801561,0
133,0.2479575873457326,0.23675379724478973,0.3156204379562044,0.27684407096171804,0.2465997770345596,0
134,0.24813140969928738,0.2447015188979158,0.2452554744525547,0.26470588235294124,0.2604236343366779,0
135,0.24839214322961933,0.24152243023666542,0.3824817518248176,0.3207282913165267,0.28149386845039026,0
136,0.2486528767599513,0.23304486047333084,0.36145985401459857,0.2925614690320574,0.25707915273132675,0
137,0.24900052146706064,0.25070646414694453,0.2128467153284671,0.22813569872393402,0.23311036789297668,0
138,0.24917434382061543,0.2506181561285765,0.23620437956204376,0.2592592592592594,0.25462653288740245,0
139,0.24952198852772456,0.2532673966796184,0.2233576642335766,0.24229691876750714,0.24124860646599777,0
140,0.25065183382583,0.2456729070999646,0.2835036496350365,0.2734204793028322,0.25863991081382376,0
141,0.25099947853293936,0.22598021900388554,0.32671532846715323,0.27668845315904134,0.24927536231884062,0
142,0.2515209455936033,0.2554750971388202,0.19036496350364962,0.20868347338935578,0.2137123745819398,0
143,0.2528246132452633,0.25300247262451414,0.22715328467153284,0.23560535325241216,0.23612040133779266,0
144,0.25308534677559524,0.2531790886612504,0.21138686131386863,0.21599751011515722,0.21950947603121518,0
145,0.25569268207891527,0.25070646414694453,0.28642335766423355,0.27824463118580767,0.26633221850613165,0
146,0.2560403267860246,0.256623101377605,0.24554744525547445,0.24540927482103958,0.23913043478260865,0
147,0.256127237962802,0.2538855528081949,0.26335766423357665,0.2597261126672893,0.2525083612040133,0
148,0.2562141491395794,0.25838926174496635,0.2648175182481751,0.2717086834733894,0.25819397993311033,0
149,0.25717017208413007,0.25989049805722364,0.2128467153284671,0.2289137877373172,0.23311036789297668,0
150,0.2582131062054581,0.2623631225715295,0.1991240875912409,0.22206660441954562,0.22831661092530653,0
151,0.25882148444289943,0.2613917343694807,0.11941605839416058,0.16059757236227823,0.18651059085841692,0
152,0.25942986268034074,0.2484987636877427,0.3156204379562044,0.27668845315904134,0.24938684503901887,0
153,0.260298974448114,0.2360473330978452,0.3845255474452556,0.304388422035481,0.273021181716834,0
154,0.2603858856248914,0.25565171317555624,0.1944525547445255,0.22922502334267048,0.22720178372352295,0
155,0.2610811750391101,0.26095019427764043,0.2802919708029197,0.25396825396825407,0.25574136008918624,0
156,0.26203719798366076,0.25794772165312607,0.26014598540145983,0.24416433239962665,0.24269788182831653,0
157,0.2622979315139927,0.26324620275521005,0.17459854014598541,0.20308123249299725,0.23589743589743595,0
158,0.2626455762211021,0.26262804662663375,0.25664233576642337,0.2654839713663243,0.25574136008918624,0
159,0.2626455762211021,0.26165665842458496,0.3039416058394161,0.30143168378462504,0.2806020066889632,0
160,0.2626455762211021,0.26580713528788413,0.2128467153284671,0.21879863056333648,0.21950947603121518,0
161,0.26351468798887534,0.2633345107735783,0.2332846715328467,0.24385309679427325,0.2482720178372353,0
162,0.26429688857987144,0.2624514305898975,0.2604379562043796,0.25241207594148773,0.24838350055741354,0
163,0.26481835564053535,0.26421759095725883,0.21255474452554746,0.2186430127606599,0.24704570791527325,0
164,0.2651660003476447,0.2558283292122925,0.28379562043795614,0.27450980392156865,0.2585284280936455,0
165,0.26603511211541797,0.2705757682797598,0.3643795620437955,0.29100529100529104,0.26053511705685617,0
166,0.26629584564574993,0.2699576121511833,0.21897810218978098,0.22969187675070035,0.22909698996655514,0
167,0.26629584564574993,0.2700459201695513,0.21897810218978098,0.22969187675070035,0.2289855072463769,0
168,0.26629584564574993,0.2700459201695513,0.21868613138686133,0.22969187675070035,0.2289855072463769,0
169,0.2666434903528593,0.2608618862592722,0.2636496350364963,0.25241207594148773,0.2473801560758082,0
170,0.26690422388319146,0.27128223242670435,0.19562043795620432,0.2161531279178338,0.2295429208472688,0
171,0.26759951329740994,0.2662486753797244,0.24175182481751822,0.25816993464052296,0.2522853957636566,0
172,0.2678602468277421,0.27128223242670435,0.291970802919708,0.2956738250855898,0.27580824972129325,0
173,0.2687293585955154,0.2719886965736489,0.22598540145985402,0.2407407407407408,0.25083612040133785,0
174,0.2688162697722928,0.24973507594489575,0.2852554744525547,0.2570806100217865,0.24002229654403573,0
175,0.26916391447940213,0.2656305192511479,0.2592700729927008,0.25848117024587614,0.2534002229654404,0
176,0.271249782722058,0.2591840339102789,0.2671532846715329,0.24603174603174616,0.22965440356744704,0
177,0.2720319833130541,0.27507947721653125,0.20116788321167878,0.2471210706504824,0.25841694537346704,0
178,0.2721188944898313,0.2754327092900035,0.24875912408759127,0.258948023653906,0.2569676700111483,0
179,0.27316182861115934,0.2705757682797598,0.2630656934306569,0.23825085589791473,0.2292084726867336,0
180,0.2734225621414913,0.27507947721653125,0.21722627737226274,0.2284469343292873,0.2261984392419174,0
181,0.2735094733182687,0.2770222536206286,0.21080291970802922,0.22144413320883916,0.22642140468227434,0
182,0.27377020684860065,0.2781702578594136,0.2762043795620438,0.2925614690320574,0.27937569676700114,0
183,0.27568225273770197,0.255298481102084,0.34978102189781013,0.32119514472455657,0.29487179487179493,0
184,0.2760298974448113,0.27348993288590595,0.2572262773722628,0.2558356676003736,0.23745819397993317,0
185,0.2763775421519207,0.2806428823737195,0.17839416058394164,0.2001244942421413,0.2218506131549609,0
186,0.27646445332869807,0.27834687389614965,0.2662773722627737,0.28882664176781836,0.28071348940914165,0
187,0.2770728315661394,0.2639526669021546,0.3156204379562044,0.2860255213196391,0.27391304347826084,0
188,0.27724665391969416,0.28099611444719175,0.25868613138686125,0.2696856520385932,0.26499442586399113,0
189,0.27794194333391264,0.28161427057576827,0.22452554744525544,0.22829131652661072,0.2292084726867336,0
190,0.27802885451069004,0.2824973507594488,0.19591240875912408,0.22766884531590414,0.23444816053511697,0
191,0.2782026768642448,0.28276227481455307,0.22773722627737225,0.2558356676003736,0.2593088071348941,0
193,0.2789848774552407,0.2532673966796184,0.43532846715328466,0.33582321817615945,0.2944258639910815,0
194,0.2790717886320181,0.28311550688802534,0.24554744525547445,0.27450980392156865,0.2704570791527314,0
196,0.2802016339301233,0.281349346520664,0.2385401459854014,0.27466542172424535,0.27603121516164997,0
197,0.28133147922822876,0.28099611444719175,0.272992700729927,0.2822906940554001,0.277257525083612,0
198,0.28202676864244747,0.2694277640409748,0.3086131386861314,0.28727046374105203,0.2717948717948717,0
199,0.28202676864244747,0.28161427057576827,0.275036496350365,0.26641767818238404,0.26220735785953186,0
200,0.28289588041022073,0.2872659837513245,0.2648175182481751,0.3023653906006848,0.2998885172798216,0
201,0.28289588041022073,0.274726245143059,0.32583941605839417,0.2936507936507936,0.2791527313266444,0
202,0.2843733704154353,0.2784351819145179,0.25810218978102184,0.2738873327108621,0.27391304347826084,0
203,0.28489483747609945,0.28973860826563036,0.21781021897810215,0.25396825396825407,0.26354515050167215,0
204,0.28550321571354076,0.2898269162839986,0.28175182481751826,0.2919389978213508,0.2806020066889632,0
205,0.2864592386580914,0.29026845637583887,0.20788321167883206,0.23638344226579522,0.2523968784838351,0
206,0.2864592386580914,0.28055457435535147,0.31328467153284667,0.28680361033302215,0.26822742474916383,0
207,0.28689379454197816,0.2764040974920523,0.3348905109489051,0.30890133831310307,0.29319955406911924,0
208,0.2874152616026421,0.29185800070646417,0.2353284671532847,0.25848117024587614,0.25863991081382376,0
209,0.28776290630975143,0.287707523843165,0.2207299270072992,0.24338624338624337,0.25540691192865106,0
210,0.28915348513818884,0.28037795831861523,0.2724087591240876,0.2681294740118271,0.267335562987737,0
211,0.2893273074917434,0.28382197103496987,0.3065693430656934,0.29271708683473385,0.278706800445931,0
212,0.28967495219885275,0.27631578947368407,0.31941605839416054,0.30578898225957063,0.29319955406911924,0
213,0.28984877455240754,0.29282938890851273,0.30102189781021893,0.3106131341425459,0.29855072463768106,0
214,0.29028333043629406,0.29176969268809594,0.2499270072992701,0.24229691876750714,0.23433667781493872,0
215,0.29115244220406733,0.274902861179795,0.3340145985401459,0.3126361655773421,0.3027870680044593,0
216,0.2921084651486182,0.2887672200635818,0.29226277372262777,0.28913787737317154,0.2867335562987736,0
217,0.2922822875021728,0.2927410808901447,0.32467153284671535,0.3124805477746654,0.2928651059085843,0
218,0.29236919867895017,0.27993641822677495,0.3851094890510949,0.3084344849050732,0.26978818283166106,0
219,0.29254302103250474,0.2883256799717413,0.3027737226277373,0.2914721444133209,0.28717948717948727,0
220,0.2929775769163915,0.2975980219003884,0.17751824817518247,0.21132897603485845,0.22229654403567456,0
221,0.29323831044672344,0.29777463793712466,0.16817518248175178,0.20152505446623092,0.22441471571906346,0
222,0.29323831044672344,0.2830271988696573,0.47094890510948906,0.3629007158418923,0.3299888517279821,0
223,0.29402051103771953,0.2824090427410808,0.3340145985401459,0.3188608776844072,0.30055741360089194,0
224,0.2948896228054928,0.29768632991875665,0.2148905109489051,0.2247121070650483,0.22831661092530653,0
225,0.29515035633582476,0.29406570116566577,0.31737226277372266,0.30905695611577977,0.288628762541806,0
226,0.2954980010429341,0.29812787001059693,0.2881751824817518,0.29536258948023664,0.2835005574136009,0
227,0.2954980010429341,0.29830448604733295,0.2881751824817518,0.29536258948023664,0.2835005574136009,0
228,0.2955849122197115,0.299629106322854,0.22510948905109485,0.2535014005602242,0.262876254180602,0
229,0.29584564575004346,0.2946838572942423,0.23649635036496353,0.2594148770619359,0.26164994425863997,0
230,0.29593255692682086,0.30095372659837505,0.26540145985401464,0.3003423591658886,0.3057971014492753,0
231,0.2961063792803754,0.29777463793712466,0.27065693430656934,0.28478057889822594,0.2846153846153847,0
232,0.29645402398748477,0.30095372659837505,0.2505109489051095,0.26034858387799564,0.26488294314381267,0
233,0.29662784634103956,0.30086541858000704,0.2043795620437956,0.22300031123560538,0.22809364548494981,0
234,0.2968885798713715,0.28965030024726235,0.3632116788321167,0.29925303454715213,0.2823857302118171,0
235,0.2968885798713715,0.3012186506534793,0.2677372262773723,0.27684407096171804,0.27469342251950946,0
236,0.29741004693203543,0.3000706464146945,0.28642335766423355,0.30329909741674455,0.2925306577480491,0
237,0.2974969581088128,0.3013952666902153,0.20408759124087594,0.2717086834733894,0.2759197324414715,0
238,0.29793151399269935,0.3017484987636876,0.2662773722627737,0.2796451914098973,0.27658862876254187,0
239,0.2982791586998087,0.3027198869657364,0.1436496350364963,0.17724867724867732,0.20735785953177255,0
240,0.2982791586998087,0.30263157894736836,0.2525547445255474,0.2679738562091504,0.2683389074693423,0
241,0.30019120458891,0.30466266336983394,0.29839416058394164,0.31294740118269526,0.30111482720178384,0
242,0.3011472275334609,0.2964500176616036,0.33255474452554745,0.31497043261749147,0.29921962095875143,0
243,0.30219016165478874,0.30466266336983394,0.22043795620437956,0.262682850918145,0.28751393534002223,0
244,0.3030592734225622,0.30748851995761206,0.2531386861313869,0.2793339558045441,0.281716833890747,0
245,0.3032330957761168,0.3038678912045214,0.27328467153284675,0.2924058512293807,0.27937569676700114,0
246,0.3034069181296716,0.287884139879901,0.30160583941605834,0.27201991907874257,0.27848383500557405,0
247,0.30358074048322614,0.2915930766513599,0.3532846715328468,0.30329909741674455,0.27937569676700114,0
248,0.30366765166000353,0.3081066760861886,0.2043795620437956,0.22813569872393402,0.24804905239687858,0
249,0.3039283851903355,0.3027198869657364,0.30627737226277374,0.2841581076875196,0.27826086956521734,0
250,0.3040152963671129,0.2990109501942775,0.3348905109489051,0.2913165266106442,0.2775919732441472,0
251,0.3046236746045542,0.30642882373719527,0.27795620437956203,0.292250233426704,0.2935340022296544,0
252,0.30479749695810876,0.30475097138820195,0.28642335766423355,0.28727046374105203,0.28985507246376807,0
253,0.30497131931166355,0.3078417520310843,0.29430656934306565,0.3036103330220977,0.29754738015607574,0
254,0.3052320528419955,0.30951960438007764,0.1378102189781022,0.1676003734827265,0.21360089186176145,0
255,0.3053189640187729,0.3103143765453902,0.11970802919708023,0.17242452536570185,0.21895206243032328,0
256,0.30566660872588225,0.30854821617802886,0.21518248175182475,0.24774354186118897,0.26767001114827194,0
257,0.30627498696332356,0.3055457435535145,0.27591240875912404,0.29271708683473385,0.29152731326644377,0
258,0.3072310099078742,0.30678205581066753,0.28233576642335767,0.262682850918145,0.2547380156075809,0
259,0.3072310099078742,0.31216884493111974,0.23708029197080294,0.2634609399315283,0.27658862876254187,0
260,0.3072310099078742,0.30740021193924405,0.2353284671532847,0.2474323062558358,0.2629877369007805,0
261,0.3073179210846514,0.31225715294948775,0.19474452554744526,0.22813569872393402,0.2365663322185061,0
262,0.3074048322614288,0.3103143765453902,0.1556204379562044,0.2063492063492064,0.23433667781493872,0
263,0.30766556579176074,0.31119745672907095,0.25284671532846714,0.283535636476813,0.27090301003344486,0
264,0.3079262993220929,0.3104026845637584,0.25547445255474455,0.26408341114223466,0.268561872909699,0
265,0.30905614462019815,0.3141999293535853,0.20788321167883206,0.24603174603174616,0.2666666666666666,0
266,0.3100121675647488,0.31490639350052985,0.1813138686131387,0.2141300964830377,0.23701226309921952,0
267,0.31035981227185816,0.3140233133168491,0.20087591240875913,0.23327108621226278,0.25406911928651055,0
268,0.31044672344863555,0.2973330978452844,0.2788321167883212,0.2981637099284159,0.30457079152731326,0
269,0.3107943681557449,0.3108442246555987,0.30744525547445256,0.32057267351385,0.31360089186176143,0
270,0.31105510168607686,0.31340515718827255,0.3159124087591241,0.32959850606909435,0.31304347826086953,0
271,0.31114201286285426,0.30316142705757687,0.3538686131386861,0.3224400871459695,0.3095875139353401,0
272,0.3114027463931862,0.3103143765453902,0.27649635036496345,0.29084967320261434,0.28416945373467106,0
273,0.31175039110029557,0.29936418226774975,0.30540145985401457,0.2654839713663243,0.2704570791527314,0
274,0.31183730227707274,0.31057930060049443,0.30423357664233575,0.3048552754435109,0.30434782608695654,0
275,0.3127064140448462,0.3088131402331331,0.2960583941605839,0.3003423591658886,0.2984392419175028,0
276,0.3129671475751782,0.3092546803249734,0.3559124087591241,0.32119514472455657,0.31248606465997764,0
277,0.3129671475751782,0.31773225008830797,0.1451094890510949,0.17024587612822906,0.20412486064659974,0
278,0.31331479228228754,0.31861533027198874,0.28437956204379566,0.31917211328976036,0.31649944258639917,0
279,0.3135755258126195,0.30581066760861875,0.312992700729927,0.32352941176470595,0.31516164994425866,0
280,0.3143577264036156,0.31172730483927924,0.23445255474452553,0.25801431683784626,0.2711259754738016,0
281,0.31453154875717015,0.31322854115153653,0.3018978102189781,0.3199502023031434,0.31382385730211815,0
282,0.31453154875717015,0.31331684916990454,0.33664233576642344,0.3225957049486462,0.3107023411371237,0
283,0.31453154875717015,0.31322854115153653,0.3138686131386861,0.3244631185807657,0.31527313266443713,0
284,0.31470537111072494,0.30457435535146593,0.31737226277372266,0.29878618113912225,0.28940914158305464,0
285,0.3148791934642795,0.3194101024373013,0.17255474452554742,0.20510426392779335,0.228428093645485,0
286,0.31522683817138886,0.31702578594136344,0.24700729927007303,0.2471210706504824,0.25518394648829434,0
287,0.3154006605249434,0.31967502649240553,0.2543065693430657,0.2962962962962964,0.3027870680044593,0
288,0.3167912393533808,0.31499470151889786,0.33722627737226274,0.3344226579520698,0.3169453734671126,0
289,0.3171388840604902,0.3142882373719533,0.275036496350365,0.2505446623093682,0.254180602006689,0
290,0.3178341734747089,0.31932179441893327,0.2747445255474452,0.2961406784936197,0.2959866220735785,0
291,0.3178341734747089,0.31596608972094664,0.275036496350365,0.28306878306878314,0.2879598662207359,0
292,0.31800799582826345,0.31985164252914156,0.3030656934306569,0.3127917833800188,0.30055741360089194,0
