Overall_Position,Gender_Position,Category_Position,Category,Race_No,Country ,Official_Time,Net_Time,tenkm_Time,Half_Way_Time,thirtykm_Time
1523,1394,1523,MR1,A2934,Hong Kong SAR,16082,15881,3814,7638,11009
1524,1395,1524,MR1,A6091,Hong Kong SAR,16082,15968,3923,7903,11156
1525,1396,1525,MR1,A4610,Hong Kong SAR,16083,15977,3654,7483,10730
1526,130,1526,MR1,A4713,China,16083,16072,3757,7856,11247
1527,1397,1527,MR1,A7753,Hong Kong SAR,16083,15839,4296,8218,11237
1528,1398,1528,MR1,A8717,Japan,16084,15907,3681,7272,10341
1529,131,1529,MR1,A3260,Hong Kong SAR,16084,15873,3906,7869,11245
1530,1399,1530,MR1,A6385,Hong Kong SAR,16085,15873,3906,7869,11245
1531,1400,1531,MR1,A1897,Hong Kong SAR,16085,16007,3548,7573,10887
1532,1401,1532,MR1,A8023,China,16086,15947,3577,7323,10346
1533,132,1533,MR1,A3134,Hong Kong SAR,16086,16070,3568,7571,11068
1534,133,1534,MR1,A4399,China,16086,15873,4051,8008,11261
1535,1402,1535,MR1,A5926,Hong Kong SAR,16087,16082,3293,7166,10547
1536,134,1536,MR1,A7554,Hong Kong SAR,16088,15699,4208,8388,11494
1537,1403,1537,MR1,A0429,Australia,16088,15954,3729,7669,11023
1538,1404,1538,MR1,A7986,Hong Kong SAR,16089,15799,3909,7979,11292
1539,1405,1539,MR1,A4985,Hong Kong SAR,16089,15831,3931,7585,10587
1540,135,1540,MR1,A7802,China,16090,16032,3684,7779,11185
1541,136,1541,MR1,A8219,China,16091,16026,3314,6976,10360
1542,1406,1542,MR1,A4675,Hong Kong SAR,16091,16036,3450,7145,10383
1543,1407,1543,MR1,A7452,Hong Kong SAR,16092,15817,4033,7670,11033
1544,1408,1544,MR1,A8593,Hong Kong SAR,16092,15651,4336,8435,11617
1545,1409,1545,MR1,A7091,Singapore,16092,15886,4093,8112,11373
1546,137,1546,MR1,A0553,Singapore,16093,16012,3624,7589,11020
1547,1410,1547,MR1,A0142,Hong Kong SAR,16094,15741,4004,7805,10966
1548,1411,1548,MR1,A1348,Hong Kong SAR,16095,15858,3927,7787,11013
1549,1412,1549,MR1,A8335,Macao SAR,16095,15997,3706,7660,11020
1550,1413,1550,MR1,A1335,Hong Kong SAR,16096,15797,4056,7943,11033
1551,1414,1551,MR1,A2109,Hong Kong SAR,16096,15715,4256,8101,11397
1552,1415,1552,MR1,A0550,Hong Kong SAR,16096,15992,3593,7359,10708
1553,1416,1553,MR1,A5865,Hong Kong SAR,16099,15911,3884,7771,10971
1554,1417,1554,MR1,A4664,Hong Kong SAR,16102,15917,4335,8611,11883
1555,1418,1555,MR1,A5931,China,16102,15836,4049,7723,10864
1556,1419,1556,MR1,A3545,Hong Kong SAR,16105,15795,4086,8105,11394
1557,138,1557,MR1,A8454,Hong Kong SAR,16105,15943,3919,7748,11010
1558,139,1558,MR1,A1562,Hong Kong SAR,16106,15869,3961,7869,11120
1559,1420,1559,MR1,A6188,Hong Kong SAR,16106,15976,4010,8094,11373
1560,1421,1560,MR1,A7735,Hong Kong SAR,16108,15735,4273,8318,11524
1561,1422,1561,MR1,A8567,France,16108,15866,3753,7614,10811
1562,140,1562,MR1,A6182,Hong Kong SAR,16109,15825,4527,8747,12009
1563,1423,1563,MR1,A7750,Hong Kong SAR,16110,15839,3984,8117,11407
1564,1424,1564,MR1,A3788,Hong Kong SAR,16111,15951,3790,7717,11044
1565,1425,1565,MR1,A7497,Hong Kong SAR,16111,15880,3767,7652,11042
1566,1426,1566,MR1,A7519,China,16111,15969,3650,7547,10924
1567,1427,1567,MR1,A6653,Hong Kong SAR,16115,16100,3493,7643,11194
1568,1428,1568,MR1,A8699,Japan,16116,16109,3340,7187,10666
1569,1429,1569,MR1,A6505,Hong Kong SAR,16117,15995,3829,7673,10993
1570,1430,1570,MR1,A5174,China,16118,15834,4231,8178,11462
1571,1431,1571,MR1,A8068,Hong Kong SAR,16120,15851,4054,8022,11282
1572,141,1572,MR1,A3966,Hong Kong SAR,16120,15927,3986,7852,11135
1573,1432,1573,MR1,A6490,Hong Kong SAR,16120,15877,3799,7749,11058
1574,1433,1574,MR1,A0119,Hong Kong SAR,16121,15981,3899,7888,11199
1575,1434,1575,MR1,A7189,France,16122,15779,4036,7993,11148
1576,1435,1576,MR1,A1054,Hong Kong SAR,16123,15871,3822,7685,10934
1577,1436,1577,MR1,A5921,Hong Kong SAR,16123,15444,4386,8304,11386
1578,1437,1578,MR1,A3804,Hong Kong SAR,16124,15943,3588,7385,10717
1579,1438,1579,MR1,A1754,China,16128,16003,3458,7227,10634
1580,1439,1580,MR1,A5900,China,16129,16121,3590,7575,10824
1581,1440,1581,MR1,A4388,Hong Kong SAR,16129,16014,3814,7704,10964
1582,1441,1582,MR1,A2668,Hong Kong SAR,16130,15961,3971,8042,11330
1583,1442,1583,MR1,A5007,Hong Kong SAR,16132,15965,3988,7965,11216
1584,1443,1584,MR1,A0127,Hong Kong SAR,16132,15928,3951,7952,11203
1585,1444,1585,MR1,A2097,China,16133,16083,3832,8083,11414
1586,1445,1586,MR1,A3525,China,16133,16026,3632,7264,10445
1587,1446,1587,MR1,A4530,China,16138,16088,3495,7198,10422
1588,1447,1588,MR1,A5757,China,16139,16130,3315,7211,10716
1589,1448,1589,MR1,A2714,Hong Kong SAR,16139,15829,4317,8252,11449
1590,1449,1590,MR1,A5839,Hong Kong SAR,16140,16134,3111,6564,10129
1591,1450,1591,MR1,A7482,China,16140,15914,4278,8641,11705
1592,1451,1592,MR1,A1760,China,16140,15990,4089,8166,11374
1593,1452,1593,MR1,A8511,China,16141,16096,3904,7726,10645
1594,1453,1594,MR1,A2219,Hong Kong SAR,16142,15987,4145,8232,11592
1595,142,1595,MR1,A7211,China,16143,15972,4261,8326,11486
1596,1454,1596,MR1,A2229,China,16143,16124,3747,7679,11009
1597,1455,1597,MR1,A7804,Hong Kong SAR,16144,15843,4098,7909,11171
1598,1456,1598,MR1,A6757,Hong Kong SAR,16145,16117,3322,7185,10524
1599,143,1599,MR1,A6460,China,16146,16006,3936,7788,11028
1600,1457,1600,MR1,A7526,Hong Kong SAR,16146,15948,3674,7348,10566
1601,1458,1601,MR1,A0832,China,16148,15933,3849,7710,11059
1602,1459,1602,MR1,A4460,China,16151,15924,4064,8260,11348
1603,1460,1603,MR1,A8992,China,16151,15874,4031,7723,10921
1604,1461,1604,MR1,A1687,Hong Kong SAR,16155,15886,4141,8070,11282
1605,1462,1605,MR1,A6280,Macao SAR,16155,15791,3914,7585,10791
1606,144,1606,MR1,A9113,China,16156,16131,3689,8018,11368
1607,1463,1607,MR1,A7043,Hong Kong SAR,16158,16097,3590,7626,11069
1608,1464,1608,MR1,A5307,Hong Kong SAR,16158,16132,3670,7697,11039
1609,1465,1609,MR1,A7060,Hong Kong SAR,16158,15941,3757,7534,10737
1610,1466,1610,MR1,A6012,Hong Kong SAR,16159,15716,4321,8144,11187
1611,1467,1611,MR1,A5372,China,16161,16161,3641,7641,11164
1612,1468,1612,MR1,A1587,Hong Kong SAR,16162,16125,3670,7768,10998
1613,1469,1613,MR1,A9027,Hong Kong SAR,16163,16043,4121,8146,11393
1614,1470,1614,MR1,A3775,Hong Kong SAR,16166,15799,4128,7914,11109
1615,1471,1615,MR1,A8074,China,16167,16113,3690,7635,11004
1616,1472,1616,MR1,A7297,Hong Kong SAR,16168,16131,3656,7668,11048
1617,1473,1617,MR1,A6087,Hong Kong SAR,16170,16097,3634,7613,10960
1618,1474,1618,MR1,A8869,China,16170,16169,3570,7700,11263
1619,1475,1619,MR1,A8461,Hong Kong SAR,16171,15936,3986,7983,11368
1620,1476,1620,MR1,A4802,China,16172,16082,4030,8098,11350
1621,1477,1621,MR1,A0315,Hong Kong SAR,16173,16070,3643,7457,10700
1622,145,1622,MR1,A4924,Hong Kong SAR,16176,16088,3627,7620,11052
1623,1478,1623,MR1,A2815,China,16176,15945,4128,7994,11226
1624,1479,1624,MR1,A5559,Hong Kong SAR,16178,16128,3616,7475,10899
1625,1480,1625,MR1,A0205,Hong Kong SAR,16179,16085,4035,8215,11497
1626,1481,1626,MR1,A0950,Hong Kong SAR,16180,16118,3942,8031,11297
1627,1482,1627,MR1,A4593,China,16181,16133,3998,7989,11219
1628,1483,1628,MR1,A1972,Hong Kong SAR,16183,16063,3852,7866,11184
1629,1484,1629,MR1,A5074,China,16184,15802,4212,8143,11373
1630,1485,1630,MR1,A0966,Hong Kong SAR,16186,16164,3533,7561,10996
1631,1486,1631,MR1,A0587,Hong Kong SAR,16189,16021,3929,7959,11333
1632,1487,1632,MR1,A3743,Hong Kong SAR,16189,16091,3655,7520,10810
1633,1488,1633,MR1,A5163,China,16190,16005,3684,7387,10554
1634,1489,1634,MR1,A3890,China,16192,16157,3614,7532,10878
1635,1490,1635,MR1,A4306,Hong Kong SAR,16192,16071,3965,8150,11416
1636,146,1636,MR1,A8753,Japan,16193,15841,4171,8126,11385
1637,1491,1637,MR1,A5662,Hong Kong SAR,16193,16153,3893,8028,11381
1639,1493,1639,MR1,A0353,Hong Kong SAR,16195,16088,3794,7772,11034
1640,1494,1640,MR1,A5868,China,16196,16115,3926,8003,11398
1641,147,1641,MR1,A2466,China,16197,16132,3712,7683,11126
1642,1495,1642,MR1,A1207,China,16198,16196,3658,7740,11153
1643,1496,1643,MR1,A2748,Hong Kong SAR,16199,16182,3424,7534,11375
1644,1497,1644,MR1,A3802,Hong Kong SAR,16200,16123,3716,7574,10968
1645,148,1645,MR1,A7028,Hong Kong SAR,16200,15966,3978,8020,11407
1646,1498,1646,MR1,A0266,Japan,16200,16027,3840,7626,10818
1647,1499,1647,MR1,A5753,Hong Kong SAR,16201,15966,3408,6642,10275
1648,1500,1648,MR1,A3405,Hong Kong SAR,16201,15948,4245,8410,11612
1649,1501,1649,MR1,A4277,Hong Kong SAR,16201,15944,4083,8057,11273
1650,1502,1650,MR1,A1150,Hong Kong SAR,16204,16152,3599,7316,10553
1651,1503,1651,MR1,A6720,China,16204,16138,4247,8228,11465
1652,1504,1652,MR1,A7592,Hong Kong SAR,16205,16108,3412,7259,10774
1653,1505,1653,MR1,A4391,Hong Kong SAR,16205,16028,3831,7538,10668
1654,1506,1654,MR1,A6978,Hong Kong SAR,16207,16026,4396,8326,11401
1655,1507,1655,MR1,A6275,China,16209,16059,4107,8128,11404
1656,1508,1656,MR1,A6609,Hong Kong SAR,16209,15986,4065,8008,11262
1657,149,1657,MR1,A3195,China,16210,16199,3689,7684,11043
1658,1509,1658,MR1,A2963,Hong Kong SAR,16210,16108,3569,7435,10840
1659,1510,1659,MR1,A2151,Malaysia,16211,16155,3336,7191,10676
1660,1511,1660,MR1,A7759,Hong Kong SAR,16212,16101,3562,7312,10721
1661,150,1661,MR1,A1119,China,16213,16054,3765,7722,11177
1662,1512,1662,MR1,A6415,Hong Kong SAR,16213,15957,4302,8501,11721
1663,1513,1663,MR1,A2196,China,16214,16203,4020,8268,11509
1664,1514,1664,MR1,A5435,Hong Kong SAR,16214,16180,3337,7094,10453
1665,151,1665,MR1,A0880,Hong Kong SAR,16217,15874,4339,8365,11581
1666,1515,1666,MR1,A4721,Hong Kong SAR,16218,16203,3076,6603,9711
1667,1516,1667,MR1,A6741,China,16222,16075,4265,8219,11408
1668,1517,1668,MR1,A0374,Hong Kong SAR,16223,15975,3996,7819,11087
1669,1518,1669,MR1,A3538,Singapore,16224,16146,3452,7176,10658
1670,1519,1670,MR1,A4350,Hong Kong SAR,16225,16161,3457,7398,10717
1671,1520,1671,MR1,A4265,Hong Kong SAR,16227,16224,3048,6500,10007
1672,1521,1672,MR1,A2176,Hong Kong SAR,16228,15890,4091,8006,11163
1673,152,1673,MR1,A5293,Hong Kong SAR,16229,16227,3541,7663,11318
1674,1522,1674,MR1,A8400,Hong Kong SAR,16229,15964,4104,8175,11569
1675,1523,1675,MR1,A1639,China,16229,15858,4394,8510,11584
1676,1524,1676,MR1,A1947,Hong Kong SAR,16230,16043,4205,8446,11739
1677,1525,1677,MR1,A0082,Macao SAR,16230,16151,3653,7626,10979
1678,1526,1678,MR1,A6360,Hong Kong SAR,16235,16099,4042,8079,11429
1679,1527,1679,MR1,A2392,Hong Kong SAR,16236,16221,3611,7577,10916
1680,1528,1680,MR1,A2631,Hong Kong SAR,16237,16095,3920,7909,11249
1681,1529,1681,MR1,A5607,China,16237,16121,3883,7849,11166
1682,1530,1682,MR1,A3866,Hong Kong SAR,16238,15949,4097,7974,11343
1683,1531,1683,MR1,A3827,Hong Kong SAR,16240,16092,3848,7885,11230
1684,1532,1684,MR1,A3620,Canada,16242,16217,3413,7244,10456
1685,1533,1685,MR1,A5473,China,16242,16134,3985,7896,11216
1686,1534,1686,MR1,A2368,Hong Kong SAR,16245,16117,3907,7979,11358
1687,1535,1687,MR1,A4026,Taiwan,16247,16227,3613,7511,10791
1688,153,1688,MR1,A2488,Hong Kong SAR,16248,16029,3944,7958,11368
1689,1536,1689,MR1,A6148,China,16250,15993,4283,8002,11319
1690,1537,1690,MR1,A2484,Hong Kong SAR,16254,16073,3197,6621,10039
1691,1538,1691,MR1,A1009,Hong Kong SAR,16254,15971,4304,8378,11561
1692,1539,1692,MR1,A8322,Hong Kong SAR,16257,15978,4162,8105,11285
1693,1540,1693,MR1,A6580,Hong Kong SAR,16257,16145,3555,7269,10493
1694,1541,1694,MR1,A1156,Hong Kong SAR,16258,16219,3565,7440,10688
1695,1542,1695,MR1,A2161,Hong Kong SAR,16259,16051,3738,7441,10572
1696,1543,1696,MR1,A4529,Hong Kong SAR,16260,16119,3895,7893,11223
1697,1544,1697,MR1,A4986,China,16261,15887,4419,8591,11722
1698,154,1698,MR1,A9035,Hong Kong SAR,16261,16194,3771,7928,11348
1699,1545,1699,MR1,A0784,Hong Kong SAR,16262,16051,4030,7952,11196
1700,1546,1700,MR1,A8737,Japan,16262,15988,4307,8178,11218
1701,1547,1701,MR1,A7078,China,16264,16189,3735,7892,11393
1702,1548,1702,MR1,A0889,Hong Kong SAR,16264,16040,4003,7977,11300
1703,1549,1703,MR1,A6323,Hong Kong SAR,16265,15895,4076,7960,11295
1704,155,1704,MR1,A5872,Hong Kong SAR,16266,16108,4021,8137,11506
1705,1550,1705,MR1,A7849,Hong Kong SAR,16269,16171,3485,7190,10610
1706,1551,1706,MR1,A2180,Hong Kong SAR,16270,16198,3699,7650,10975
1707,1552,1707,MR1,A8257,China,16273,16041,4058,8182,11414
1708,1553,1708,MR1,A6593,Australia,16276,16244,3418,7332,10964
1709,1554,1709,MR1,A0510,Hong Kong SAR,16276,16194,3494,7410,10837
1710,1555,1710,MR1,A4497,Hong Kong SAR,16277,16011,3962,7783,10958
1711,156,1711,MR1,A4907,Hong Kong SAR,16280,16222,3668,7754,11301
1712,1556,1712,MR1,A5452,China,16280,16250,3863,8041,11475
1713,1557,1713,MR1,A7112,China,16283,16013,3682,7765,11001
1714,1558,1714,MR1,A5111,Hong Kong SAR,16284,15919,4297,8299,11433
1715,1559,1715,MR1,A3692,Hong Kong SAR,16284,15951,4206,8292,11544
1716,1560,1716,MR1,A7755,China,16286,16238,3897,7974,11220
1717,1561,1717,MR1,A3740,Hong Kong SAR,16286,16058,3816,7664,10947
1718,1562,1718,MR1,A9097,China,16292,16278,3510,7595,11046
1719,1563,1719,MR1,A3007,Hong Kong SAR,16293,16197,3720,7723,11152
1720,1564,1720,MR1,A5850,China,16298,16292,3421,7314,10578
1721,1565,1721,MR1,A6872,Hong Kong SAR,16298,15990,4061,8070,11505
1722,1566,1722,MR1,A7437,Hong Kong SAR,16299,16105,4390,8445,11572
1723,1567,1723,MR1,A4125,Hong Kong SAR,16300,16181,3649,7573,10869
1724,1568,1724,MR1,A1169,Canada,16303,16118,4244,8530,11791
1725,1569,1725,MR1,A5593,China,16304,16185,3761,7550,10951
1726,1570,1726,MR1,A3413,China,16305,16170,3756,7472,10700
1727,1571,1727,MR1,A6382,China,16306,16184,4015,8100,11369
1728,1572,1728,MR1,A0825,Hong Kong SAR,16309,16089,3949,7698,11054
1729,1573,1729,MR1,A2381,Hong Kong SAR,16310,16215,3718,7712,11041
1730,157,1730,MR1,A1713,Hong Kong SAR,16312,16184,3755,7601,10971
1731,1574,1731,MR1,A4480,Hong Kong SAR,16312,16129,3656,7338,10476
1732,1575,1732,MR1,A4853,Hong Kong SAR,16312,16139,4105,8232,11589
1733,1576,1733,MR1,A2270,Hong Kong SAR,16313,16285,3964,8297,11634
1734,158,1734,MR1,A8404,Portugal,16314,16187,3931,8066,11415
1735,1577,1735,MR1,A8521,China,16315,16242,4133,8174,11621
1736,159,1736,MR1,A9062,China,16315,16242,4133,8174,11621
1737,1578,1737,MR1,A3408,Macao SAR,16317,16198,3913,8034,11411
1738,160,1738,MR1,A6116,China,16319,16271,3790,7745,11110
1739,1579,1739,MR1,A8309,Japan,16319,16084,4071,8065,11336
1740,1580,1740,MR1,A4117,Hong Kong SAR,16320,16217,3866,7991,11388
1741,1581,1741,MR1,A0525,Hong Kong SAR,16321,16135,3881,8011,11408
1742,1582,1742,MR1,A6489,Hong Kong SAR,16322,16299,3705,7724,11137
1743,1583,1743,MR1,A0591,Malaysia,16323,16231,3715,7724,11100
1744,161,1744,MR1,A1608,Hong Kong SAR,16326,16163,3797,7735,11002
1745,1584,1745,MR1,A8591,China,16328,16289,3403,7285,10952
1746,1585,1746,MR1,A4395,Hong Kong SAR,16329,16203,4161,8345,11691
1747,1586,1747,MR1,A0679,Hong Kong SAR,16329,16176,3900,7756,11214
1748,162,1748,MR1,A0019,Hong Kong SAR,16329,16176,3708,7755,11214
1749,1587,1749,MR1,A0735,China,16332,16310,3620,7683,11208
1750,1588,1750,MR1,A6397,Hong Kong SAR,16334,16139,4054,8201,11612
1751,1589,1751,MR1,A3113,Hong Kong SAR,16334,16026,4210,8142,11407
1752,1590,1752,MR1,A4580,China,16335,16233,3896,7962,11235
1754,1592,1754,MR1,A4326,Hong Kong SAR,16338,16108,4150,8162,11415
1755,1593,1755,MR1,A2017,Hong Kong SAR,16339,16098,3607,7231,10525
1756,1594,1756,MR1,A5087,China,16342,16285,3776,7810,11266
1757,1595,1757,MR1,A3105,Macao SAR,16344,16339,3394,7236,10509
1758,1596,1758,MR1,A3231,Hong Kong SAR,16345,16163,3812,7589,11006
1759,1597,1759,MR1,A5966,Hong Kong SAR,16346,16291,3633,7560,10967
1760,163,1760,MR1,A9148,China,16346,16344,3618,7674,11057
1761,1598,1761,MR1,A1139,Hong Kong SAR,16347,15976,4367,8325,11623
1762,1599,1762,MR1,A1762,Hong Kong SAR,16349,16229,3869,7651,10912
1763,1600,1763,MR1,A0911,Hong Kong SAR,16349,16250,3920,8303,11637
1764,164,1764,MR1,A6264,Taiwan,16351,16091,4238,8282,11495
1765,1601,1765,MR1,A6965,Hong Kong SAR,16351,16190,3918,7997,11400
1766,165,1766,MR1,A1404,Philippines,16353,16030,4032,8178,11579
1767,1602,1767,MR1,A0842,Hong Kong SAR,16353,16349,3258,7017,10690
1768,166,1768,MR1,A9023,China,16355,16199,3941,8076,11457
1769,1603,1769,MR1,A1946,China,16355,16202,4192,8467,11959
1770,167,1770,MR1,A2984,Hong Kong SAR,16360,16209,3926,7782,11169
1771,1604,1771,MR1,A6657,Hong Kong SAR,16361,16354,3454,7409,10925
1772,1605,1772,MR1,A4788,Hong Kong SAR,16362,16234,4057,8270,11661
1773,1606,1773,MR1,A8867,China,16366,16366,3292,7449,11099
1774,1607,1774,MR1,A9106,China,16366,16322,3630,7441,10730
1775,1608,1775,MR1,A0139,Hong Kong SAR,16367,16315,3453,7253,10557
1777,1610,1777,MR1,A4263,United Kingdom,16369,16067,4376,8183,11458
1778,1611,1778,MR1,A6439,Hong Kong SAR,16371,16137,3956,7834,11179
1779,1612,1779,MR1,A4346,Hong Kong SAR,16372,16313,3819,7763,11033
1780,168,1780,MR1,A6870,Germany,16372,16062,4494,8789,12106
1781,1613,1781,MR1,A8386,Hong Kong SAR,16372,16314,3819,7762,11033
1782,1614,1782,MR1,A4561,Hong Kong SAR,16377,15990,4556,8529,11622
1783,1615,1783,MR1,A6273,Hong Kong SAR,16377,16170,3855,7746,11123
1784,1616,1784,MR1,A6526,China,16377,16270,3809,7774,11041
1785,1617,1785,MR1,A1376,Hong Kong SAR,16379,16023,4679,8987,12116
1786,1618,1786,MR1,A7777,Hong Kong SAR,16379,16276,3595,7606,11169
1787,1619,1787,MR1,A4486,Hong Kong SAR,16379,16263,4016,8079,11418
1788,1620,1788,MR1,A5409,Hong Kong SAR,16381,16099,4062,7875,10972
1789,1621,1789,MR1,A7546,Hong Kong SAR,16382,16182,3757,7481,10630
1790,1622,1790,MR1,A0951,Hong Kong SAR,16383,16332,3897,8012,11384
1791,1623,1791,MR1,A4612,Hong Kong SAR,16383,16332,3628,7642,11013
1792,1624,1792,MR1,A7346,Hong Kong SAR,16384,16333,3628,7752,11222
1793,1625,1793,MR1,A8475,Australia,16384,16232,3461,7352,10823
1794,169,1794,MR1,A2936,Hong Kong SAR,16384,16357,3962,8297,11633
1795,1626,1795,MR1,A1839,Hong Kong SAR,16384,16202,4147,8140,11420
1796,1627,1796,MR1,A4331,China,16387,16252,4070,8223,11558
1797,1628,1797,MR1,A4765,China,16387,16251,4070,8223,11558
1799,1630,1799,MR1,A8271,China,16393,16376,3624,7731,11168
1800,1631,1800,MR1,A4821,Hong Kong SAR,16393,16213,4396,8355,11500
1801,1632,1801,MR1,A2221,Hong Kong SAR,16394,16236,4081,8212,11644
1802,1633,1802,MR1,A8151,China,16394,16123,4417,8379,11630
1803,1634,1803,MR1,A4506,Hong Kong SAR,16395,16204,4062,8127,11546
1804,1635,1804,MR1,A3309,Hong Kong SAR,16395,16134,3804,7630,10988
1805,1636,1805,MR1,A4108,Taiwan,16398,16090,4092,7862,11098
1806,1637,1806,MR1,A0975,Malaysia,16398,16380,4029,8267,11646
1807,170,1807,MR1,A7144,Hong Kong SAR,16399,16385,3686,7809,11267
1808,1638,1808,MR1,A6207,Hong Kong SAR,16401,16385,3593,7601,11007
1809,1639,1809,MR1,A5040,China,16401,16246,3956,7960,11272
1810,1640,1810,MR1,A7814,Hong Kong SAR,16402,16269,3541,7354,10756
1811,1641,1811,MR1,A5857,Hong Kong SAR,16406,16158,4123,8141,11468
1812,1642,1812,MR1,A1002,Hong Kong SAR,16409,16221,3945,8017,11318
1813,1643,1813,MR1,A7234,Hong Kong SAR,16409,16403,3337,7160,10606
1814,171,1814,MR1,A3239,Thailand,16409,16368,3648,7721,11143
1815,172,1815,MR1,A0518,China,16412,16252,3914,7885,11304
1816,173,1816,MR1,A0118,Malaysia,16413,16199,3909,7832,11283
1817,1644,1817,MR1,A8949,China,16414,16193,4136,7807,10838
1818,1645,1818,MR1,A4962,Hong Kong SAR,16415,16413,3613,7672,11202
1819,174,1819,MR1,A3240,United States,16416,16132,4151,8025,11172
1820,1646,1820,MR1,A5971,China,16417,16353,3824,7974,11428
1821,1647,1821,MR1,A0755,Hong Kong SAR,16417,16222,4429,8402,11590
1822,1648,1822,MR1,A8467,Hong Kong SAR,16418,16191,4197,8483,11681
1823,1649,1823,MR1,A4126,Hong Kong SAR,16419,16063,3903,7832,11227
1824,1650,1824,MR1,A6345,Hong Kong SAR,16419,16399,3538,7691,11410
1825,1651,1825,MR1,A5167,Japan,16422,16261,4567,8936,12170
1826,1652,1826,MR1,A2341,Singapore,16422,16367,3583,7494,10925
1827,1653,1827,MR1,A2871,Hong Kong SAR,16424,16414,3545,7497,11325
1828,1654,1828,MR1,A2305,China,16426,16281,4195,8304,11560
1829,1655,1829,MR1,A6413,Hong Kong SAR,16426,16353,4058,8295,11778
1830,1656,1830,MR1,A7065,Hong Kong SAR,16427,16071,4345,8373,11666
1831,175,1831,MR1,A7384,Hong Kong SAR,16429,16230,4387,8689,11968
1832,176,1832,MR1,A0325,Hong Kong SAR,16430,16119,4274,8317,11553
1833,1657,1833,MR1,A2026,Hong Kong SAR,16432,16181,4258,7926,11276
1834,1658,1834,MR1,A9116,China,16433,16298,4381,8594,11753
1835,177,1835,MR1,A5822,China,16433,16301,4379,8594,11753
1836,1659,1836,MR1,A3931,China,16434,16301,4379,8594,11754
1837,1660,1837,MR1,A6825,Hong Kong SAR,16435,16190,3673,7333,10376
1838,1661,1838,MR1,A6633,Hong Kong SAR,16435,16217,4122,8356,11717
1839,1662,1839,MR1,A4002,Hong Kong SAR,16437,16157,3954,7813,11372
1840,1663,1840,MR1,A7905,Hong Kong SAR,16440,16394,3644,7826,11376
1841,1664,1841,MR1,A1689,Hong Kong SAR,16441,16383,3746,7874,11238
1842,1665,1842,MR1,A3188,China,16442,16203,4486,8641,11703
1843,1666,1843,MR1,A3245,Hong Kong SAR,16445,16282,3635,7609,11140
1844,1667,1844,MR1,A7227,China,16446,16400,3849,7970,11365
1845,1668,1845,MR1,A0688,Hong Kong SAR,16446,16293,3766,7811,11240
1846,1669,1846,MR1,A5927,Hong Kong SAR,16446,16189,4071,8060,11405
1847,1670,1847,MR1,A0797,China,16447,16300,3695,7472,10955
1848,1671,1848,MR1,A8267,Hong Kong SAR,16448,16287,4095,8180,11319
1849,1672,1849,MR1,A1097,Hong Kong SAR,16448,16411,3516,7358,10828
1850,1673,1850,MR1,A4032,Hong Kong SAR,16448,16179,4026,7945,11120
1851,178,1851,MR1,A3484,Hong Kong SAR,16448,16239,3985,7999,11451
1852,1674,1852,MR1,A2461,Hong Kong SAR,16449,16275,3763,7757,11369
1853,1675,1853,MR1,A0545,Hong Kong SAR,16449,16188,3883,7819,11245
1854,1676,1854,MR1,A4725,Hong Kong SAR,16450,16438,3401,7291,10509
1855,1677,1855,MR1,A5673,Hong Kong SAR,16450,16296,3859,7941,11289
1856,1678,1856,MR1,A8026,Hong Kong SAR,16453,16334,3532,7308,10745
1857,1679,1857,MR1,A3424,China,16454,16254,4404,8556,11727
1858,1680,1858,MR1,A0980,China,16457,16448,3419,7342,10786
1859,1681,1859,MR1,A0602,Hong Kong SAR,16458,16336,3853,7843,11189
1860,1682,1860,MR1,A3098,Hong Kong SAR,16460,16392,3575,7551,11097
1861,1683,1861,MR1,A8499,China,16460,16374,3877,7971,11353
1862,1684,1862,MR1,A3132,Hong Kong SAR,16461,16392,3757,7900,11311
1863,1685,1863,MR1,A6610,Hong Kong SAR,16463,16342,3973,7907,11334
1864,1686,1864,MR1,A1115,Hong Kong SAR,16463,16229,4272,8438,11759
1865,179,1865,MR1,A8097,Hong Kong SAR,16465,16295,3984,8068,11507
1866,1687,1866,MR1,A0129,Hong Kong SAR,16466,16362,3991,8009,11352
1867,1688,1867,MR1,A6409,Hong Kong SAR,16469,16194,4409,8562,11838
1868,180,1868,MR1,A1571,China,16470,16457,3577,7423,10757
1869,1689,1869,MR1,A4633,China,16470,16318,4375,8589,11730
1870,1690,1870,MR1,A2177,Hong Kong SAR,16471,16409,3638,7576,11101
1871,1691,1871,MR1,A4459,China,16471,16352,3869,7652,10912
1872,1692,1872,MR1,A1714,Singapore,16471,16219,4222,8465,11808
1873,181,1873,MR1,A6060,Hong Kong SAR,16474,16407,3839,7964,11398
1874,1693,1874,MR1,A8149,United Kingdom,16474,16281,4127,8267,11622
1875,1694,1875,MR1,A0541,Hong Kong SAR,16476,16190,4186,7970,11393
1876,182,1876,MR1,A5529,Hong Kong SAR,16476,16449,3963,8298,11633
1877,1695,1877,MR1,A0955,Hong Kong SAR,16478,16343,3494,7331,10908
1878,1696,1878,MR1,A5801,Hong Kong SAR,16481,16408,4058,8295,11778
1879,1697,1879,MR1,A2828,Hong Kong SAR,16483,16308,3651,7294,10383
1880,1698,1880,MR1,A8772,Japan,16483,15803,3807,7349,10378
1881,1699,1881,MR1,A8136,China,16483,16291,4127,8266,11622
