Overall_Position,Gender_Position,Category_Position,Category,Race_No,Country ,Official_Time,Net_Time,tenkm_Time,Half_Way_Time,thirtykm_Time
3495,3062,3495,MR1,A8172,Hong Kong SAR,18048,17948,3792,8067,12211
3496,3063,3496,MR1,A6174,Hong Kong SAR,18049,18013,3994,8339,12218
3497,3064,3497,MR1,A5123,Hong Kong SAR,18052,17958,3269,7233,11120
3498,434,3498,MR1,A8204,China,18052,18016,3995,8339,12218
3499,3065,3499,MR1,A3327,Hong Kong SAR,18054,17923,3954,8258,12010
3500,3066,3500,MR1,A7436,Hong Kong SAR,18054,17886,3904,8114,12102
3501,3067,3501,MR1,A8723,Japan,18054,17878,4354,8789,12324
3502,3068,3502,MR1,A7990,Hong Kong SAR,18060,17988,3954,8260,12038
3503,3069,3503,MR1,A4085,China,18060,17982,4291,8339,12113
3504,3070,3504,MR1,A7180,Hong Kong SAR,18061,18017,3879,7982,11335
3505,3071,3505,MR1,A7784,Hong Kong SAR,18062,17695,4584,9084,12783
3506,3072,3506,MR1,A7026,Hong Kong SAR,18062,18007,3766,8170,12258
3507,3073,3507,MR1,A5206,Hong Kong SAR,18064,17934,4222,8645,12352
3508,3074,3508,MR1,A7997,Hong Kong SAR,18064,17903,4209,8646,12528
3509,3075,3509,MR1,A7298,Hong Kong SAR,18065,18062,3791,8318,12260
3510,435,3510,MR1,A3718,Hong Kong SAR,18065,17799,4580,8843,12482
3511,3076,3511,MR1,A0659,Hong Kong SAR,18067,17910,4138,8660,12518
3512,3077,3512,MR1,A6098,Hong Kong SAR,18067,17798,4492,8925,12554
3513,3078,3513,MR1,A8953,China,18068,18049,4575,9139,12860
3514,436,3514,MR1,A8989,China,18068,18050,4576,9139,12862
3515,3079,3515,MR1,A0214,Hong Kong SAR,18070,17720,4857,9482,13113
3516,3080,3516,MR1,A1091,Hong Kong SAR,18071,17722,4524,8896,12491
3517,3081,3517,MR1,A4053,Hong Kong SAR,18072,17993,3966,8534,12357
3518,3082,3518,MR1,A8488,China,18072,17984,3942,8392,12116
3519,3083,3519,MR1,A5488,China,18074,17745,4809,9322,12993
3520,3084,3520,MR1,A3372,Hong Kong SAR,18076,17840,4296,8682,12535
3521,3085,3521,MR1,A4397,Hong Kong SAR,18076,17842,4368,8896,12612
3522,3086,3522,MR1,A2024,Hong Kong SAR,18078,17949,3891,7939,11933
3523,3087,3523,MR1,A0869,United States,18079,17783,4052,8278,11998
3524,437,3524,MR1,A3543,Malaysia,18079,18037,4071,8672,12463
3525,3088,3525,MR1,A6446,Hong Kong SAR,18080,17807,3921,7533,11134
3526,3089,3526,MR1,A5520,Macao SAR,18080,18012,3866,8329,12080
3527,3090,3527,MR1,A6224,Hong Kong SAR,18080,18010,4023,8332,12247
3528,3091,3528,MR1,A9146,China,18082,18031,4821,9388,12890
3529,3092,3529,MR1,A7503,Hong Kong SAR,18083,18027,4283,9073,12876
3530,3093,3530,MR1,A1739,China,18083,18013,4642,9330,12890
3531,438,3531,MR1,A7079,Hong Kong SAR,18084,18075,4283,9073,12876
3532,3094,3532,MR1,A0655,Hong Kong SAR,18084,17850,4368,8896,12611
3533,3095,3533,MR1,A4297,Hong Kong SAR,18085,17839,4836,9759,13296
3534,3096,3534,MR1,A8010,Hong Kong SAR,18085,17907,4161,8347,12266
3535,3097,3535,MR1,A0254,China,18086,17917,4754,9079,12518
3536,3098,3536,MR1,A3700,Hong Kong SAR,18087,17893,4189,8576,12289
3537,439,3537,MR1,A5842,China,18089,17905,4339,8966,12851
3538,3099,3538,MR1,A8022,Hong Kong SAR,18089,17722,4603,8987,12572
3539,3100,3539,MR1,A8908,Hong Kong SAR,18090,18053,4339,9007,12745
3540,3101,3540,MR1,A7550,Hong Kong SAR,18091,18087,3881,8052,11832
3541,3102,3541,MR1,A5394,Hong Kong SAR,18092,17772,4199,8319,11788
3542,3103,3542,MR1,A7937,China,18093,18084,3611,7946,12134
3543,3104,3543,MR1,A7398,Hong Kong SAR,18093,17855,4310,8654,12161
3544,3105,3544,MR1,A2607,Hong Kong SAR,18093,18005,3813,7997,12295
3545,440,3545,MR1,A3129,China,18093,18069,4002,8704,12524
3546,3106,3546,MR1,A9064,China,18095,18074,3393,7957,11500
3547,3107,3547,MR1,A5827,Hong Kong SAR,18095,17882,4109,8240,11778
3548,3108,3548,MR1,A3247,Hong Kong SAR,18100,17810,3972,8074,12277
3549,441,3549,MR1,A1398,China,18101,17994,4531,9035,12709
3550,3109,3550,MR1,A0646,Malaysia,18104,17881,4102,8690,12689
3551,3110,3551,MR1,A1980,Hong Kong SAR,18105,17801,4412,8563,12016
3552,3111,3552,MR1,A7884,Hong Kong SAR,18107,17920,4059,8233,12126
3553,3112,3553,MR1,A2669,Hong Kong SAR,18107,17781,4733,9436,13317
3554,3113,3554,MR1,A8285,China,18108,17789,4633,9062,12726
3555,3114,3555,MR1,A6336,China,18109,18090,3625,7884,12264
3556,3115,3556,MR1,A2854,China,18109,18080,4040,8343,12320
3557,3116,3557,MR1,A0162,Philippines,18110,18077,4171,8749,12949
3558,3117,3558,MR1,A1355,Hong Kong SAR,18112,17876,4208,8597,12290
3559,3118,3559,MR1,A3051,Hong Kong SAR,18114,17948,4415,9107,12812
3560,3119,3560,MR1,A0469,Hong Kong SAR,18115,18060,3818,8054,12014
3561,3120,3561,MR1,A7994,Hong Kong SAR,18115,18096,3961,8401,12370
3562,3121,3562,MR1,A6799,Hong Kong SAR,18116,17946,3625,7217,11552
3563,3122,3563,MR1,A1032,Hong Kong SAR,18119,17706,4635,8985,12532
3564,3123,3564,MR1,A4695,China,18119,18105,4162,8554,12250
3565,3124,3565,MR1,A7693,China,18119,17845,4282,8561,12269
3566,3125,3566,MR1,A4239,Hong Kong SAR,18120,17811,4283,8432,12121
3567,3126,3567,MR1,A0583,Hong Kong SAR,18122,18117,3797,8267,12175
3568,3127,3568,MR1,A7705,China,18124,17909,4199,8587,12366
3569,3128,3569,MR1,A4779,Hong Kong SAR,18125,17767,4269,8583,12279
3570,3129,3570,MR1,A1816,Hong Kong SAR,18126,17815,4633,9251,13020
3571,3130,3571,MR1,A0421,China,18127,17880,4143,8303,12316
3572,3131,3572,MR1,A6118,China,18128,18009,4460,8984,12484
3573,3132,3573,MR1,A3199,Hong Kong SAR,18129,17820,4379,8779,12689
3574,3133,3574,MR1,A0063,Hong Kong SAR,18129,18006,4073,8343,12540
3575,3134,3575,MR1,A0158,India,18130,18001,3914,7883,11885
3576,3135,3576,MR1,A7230,Hong Kong SAR,18130,17884,4248,8607,12644
3577,3136,3577,MR1,A3590,Hong Kong SAR,18132,17907,4340,8488,12134
3578,442,3578,MR1,A1548,Hong Kong SAR,18134,17968,4347,8851,12518
3579,3137,3579,MR1,A6960,Hong Kong SAR,18135,18008,4360,8943,12797
3580,3138,3580,MR1,A6789,Hong Kong SAR,18136,17794,4399,8858,12525
3581,443,3581,MR1,A5430,Hong Kong SAR,18138,17826,4564,9192,12972
3582,444,3582,MR1,A4144,Hong Kong SAR,18139,17826,4564,9196,12972
3583,3139,3583,MR1,A3535,Hong Kong SAR,18139,17778,4509,8919,12395
3584,3140,3584,MR1,A2681,Hong Kong SAR,18140,18007,3938,7910,12174
3585,3141,3585,MR1,A0091,Hong Kong SAR,18141,17736,4735,9268,13079
3586,3142,3586,MR1,A1977,China,18144,18032,4231,8656,12493
3587,445,3587,MR1,A4178,Hong Kong SAR,18144,18029,4352,9005,13122
3588,3143,3588,MR1,A6511,China,18145,17931,4294,8675,12374
3589,446,3589,MR1,A4034,Hong Kong SAR,18145,17862,4643,9264,13114
3590,3144,3590,MR1,A2075,Hong Kong SAR,18145,17833,4643,9091,12829
3591,3145,3591,MR1,A2552,Hong Kong SAR,18146,17924,4196,8546,12187
3592,447,3592,MR1,A4706,China,18147,17987,4483,9007,12693
3593,448,3593,MR1,A7455,China,18147,17987,4483,9007,12694
3594,3146,3594,MR1,A6521,Hong Kong SAR,18148,18017,4151,8546,12120
3595,3147,3595,MR1,A5864,China,18149,17757,4669,9207,12933
3596,3148,3596,MR1,A8587,United Kingdom,18149,17903,3909,7902,11798
3597,3149,3597,MR1,A4049,Hong Kong SAR,18150,17929,4330,9097,12976
3598,3150,3598,MR1,A5187,Hong Kong SAR,18151,17736,4715,9079,12593
3599,3151,3599,MR1,A0612,Hong Kong SAR,18152,18014,4271,8545,12409
3600,3152,3600,MR1,A2099,Hong Kong SAR,18152,17882,4420,8727,12204
3601,3153,3601,MR1,A5267,Hong Kong SAR,18152,18117,3412,7767,11807
3602,3154,3602,MR1,A4824,Hong Kong SAR,18154,18106,3673,7975,12083
3603,3155,3603,MR1,A1455,Hong Kong SAR,18155,17881,4606,9022,12793
3604,3156,3604,MR1,A1203,Singapore,18156,18135,3736,8376,12435
3605,3157,3605,MR1,A6303,Hong Kong SAR,18157,17924,4214,8719,12571
3606,3158,3606,MR1,A0220,Hong Kong SAR,18159,17887,4641,9392,13111
3607,3159,3607,MR1,A5186,Hong Kong SAR,18159,18148,3882,8493,12606
3608,3160,3608,MR1,A0480,Hong Kong SAR,18160,17985,4282,8587,12715
3609,3161,3609,MR1,A1186,Hong Kong SAR,18161,18057,4109,8425,12152
3610,3162,3610,MR1,A6888,Hong Kong SAR,18162,18071,4165,8639,12420
3611,449,3611,MR1,A4361,China,18162,17808,4898,9485,13026
3612,3163,3612,MR1,A9092,Taiwan,18164,18118,4059,8781,12733
3613,450,3613,MR1,A8767,Japan,18165,17813,4515,8825,12517
3614,3164,3614,MR1,A0043,China,18166,17889,4181,8325,12215
3615,3165,3615,MR1,A6024,China,18166,18122,4189,8811,12607
3616,3166,3616,MR1,A9047,China,18168,18047,4197,8544,12330
3617,451,3617,MR1,A8464,China,18168,17885,4235,8774,12590
3618,3167,3618,MR1,A7504,China,18169,17742,4830,9303,13206
3619,3168,3619,MR1,A8160,Singapore,18169,18127,3886,8406,12377
3620,3169,3620,MR1,A6899,Hong Kong SAR,18171,17932,3828,7978,11976
3621,3170,3621,MR1,A5447,Hong Kong SAR,18172,17834,4676,9226,12902
3622,3171,3622,MR1,A6396,China,18172,17901,4570,8773,12293
3623,3172,3623,MR1,A5773,Hong Kong SAR,18173,17609,4794,9414,13121
3624,3173,3624,MR1,A5335,Hong Kong SAR,18173,18079,3632,7826,12047
3625,3174,3625,MR1,A1344,Hong Kong SAR,18174,17925,4409,8772,12446
3626,3175,3626,MR1,A2619,Hong Kong SAR,18175,17859,4556,8933,12674
3627,3176,3627,MR1,A2283,Hong Kong SAR,18175,17818,4577,9005,12730
3628,452,3628,MR1,A5588,Hong Kong SAR,18176,17871,4439,9070,12643
3629,3177,3629,MR1,A0450,Hong Kong SAR,18176,18031,4121,8335,12153
3630,3178,3630,MR1,A4959,China,18177,18172,3664,7951,11830
3631,3179,3631,MR1,A7128,Hong Kong SAR,18179,18071,3915,8201,11997
3632,3180,3632,MR1,A4194,Hong Kong SAR,18179,17861,4843,9700,13483
3633,3181,3633,MR1,A2954,Hong Kong SAR,18180,18006,4631,9269,12814
3634,3182,3634,MR1,A3781,Hong Kong SAR,18180,17908,4226,8640,12373
3635,3183,3635,MR1,A3632,China,18181,17932,5486,10185,13445
3636,3184,3636,MR1,A6578,Hong Kong SAR,18182,18112,4071,8421,12507
3638,3186,3638,MR1,A5712,Hong Kong SAR,18183,17896,4426,8668,12317
3639,3187,3639,MR1,A4547,Hong Kong SAR,18183,18029,4213,8559,12283
3640,3188,3640,MR1,A3958,Hong Kong SAR,18184,17931,4139,8419,12442
3641,453,3641,MR1,A8324,Hong Kong SAR,18185,17905,4434,8905,12628
3642,454,3642,MR1,A0723,Hong Kong SAR,18186,18128,3943,8469,12494
3643,3189,3643,MR1,A1416,Hong Kong SAR,18187,17865,4526,8945,12617
3644,3190,3644,MR1,A2114,Hong Kong SAR,18191,18057,4499,9146,12812
3645,3191,3645,MR1,A1579,Hong Kong SAR,18192,18140,3911,8323,12231
3646,3192,3646,MR1,A4570,Hong Kong SAR,18193,17901,4422,8586,12444
3647,3193,3647,MR1,A5475,China,18193,18043,4492,9010,12562
3648,3194,3648,MR1,A5406,Hong Kong SAR,18194,18069,3940,8517,12351
3649,3195,3649,MR1,A3252,Hong Kong SAR,18194,18100,4005,8266,12557
3650,3196,3650,MR1,A3675,Hong Kong SAR,18195,17936,4365,8674,12567
3651,3197,3651,MR1,A0397,Hong Kong SAR,18197,17915,4031,8168,11826
3653,3198,3653,MR1,A2579,Hong Kong SAR,18199,18002,4239,8433,12315
3654,456,3654,MR1,A5564,Hong Kong SAR,18199,18119,3952,8377,12162
3655,3199,3655,MR1,A5032,Hong Kong SAR,18201,18030,4008,8343,12139
3656,3200,3656,MR1,A8878,Japan,18202,17879,4284,8511,12360
3657,3201,3657,MR1,A6291,Hong Kong SAR,18202,18086,4041,8450,12319
3658,457,3658,MR1,A7308,Hong Kong SAR,18202,18166,3886,8199,12296
3659,3202,3659,MR1,A0519,Hong Kong SAR,18202,17909,4500,8812,12586
3660,3203,3660,MR1,A8856,Japan,18202,17966,4099,8320,12030
3661,3204,3661,MR1,A6045,Hong Kong SAR,18203,18145,4206,8901,12837
3662,3205,3662,MR1,A5468,Hong Kong SAR,18204,17984,4220,8661,12504
3663,3206,3663,MR1,A0358,Hong Kong SAR,18204,17882,4448,8798,12336
3664,3207,3664,MR1,A7752,Hong Kong SAR,18205,17898,4615,9062,13077
3665,3208,3665,MR1,A0102,Malaysia,18205,17990,3813,8004,12499
3666,3209,3666,MR1,A6342,Hong Kong SAR,18207,18167,3848,8184,11966
3667,3210,3667,MR1,A2867,Hong Kong SAR,18207,18060,4172,8740,12565
3668,3211,3668,MR1,A2269,China,18208,17961,4523,8989,12740
3669,458,3669,MR1,A8988,China,18208,18094,4289,8907,12705
3670,3212,3670,MR1,A7830,China,18209,17900,4822,9548,13213
3671,3213,3671,MR1,A6794,Hong Kong SAR,18210,18022,4601,9157,12707
3672,3214,3672,MR1,A0982,Hong Kong SAR,18211,17911,4359,8655,12291
3673,3215,3673,MR1,A6507,Hong Kong SAR,18214,18214,3475,7684,11939
3674,3216,3674,MR1,A3189,Hong Kong SAR,18215,17999,3825,8300,12234
3675,459,3675,MR1,A6206,Hong Kong SAR,18215,17865,4401,9019,12641
3676,3217,3676,MR1,A1227,Hong Kong SAR,18216,17923,4542,9150,12878
3677,3218,3677,MR1,A7262,Hong Kong SAR,18217,17962,4453,9008,12741
3678,3219,3678,MR1,A7295,Taiwan,18218,18054,4514,8956,12718
3679,460,3679,MR1,A5902,Hong Kong SAR,18219,17979,4648,9356,13125
3680,3220,3680,MR1,A4458,China,18219,17976,4715,9608,13203
3681,461,3681,MR1,A8900,China,18220,17956,4715,9597,13203
3682,3221,3682,MR1,A6228,Hong Kong SAR,18220,18018,4126,8562,12711
3683,462,3683,MR1,A4257,Hong Kong SAR,18221,18183,4339,9043,12801
3684,3222,3684,MR1,A3847,Hong Kong SAR,18222,17995,4369,8963,12833
3685,463,3685,MR1,A1437,Hong Kong SAR,18222,17929,4541,9100,12859
3686,3223,3686,MR1,A1390,Hong Kong SAR,18223,18057,4311,8810,12703
3687,464,3687,MR1,A6237,Hong Kong SAR,18224,17893,4732,9356,13087
3688,3224,3688,MR1,A7787,Hong Kong SAR,18224,17894,4731,9355,13087
3689,3225,3689,MR1,A3754,Hong Kong SAR,18226,18225,3864,8297,12282
3690,3226,3690,MR1,A8189,China,18228,18001,4521,8855,12666
3691,3227,3691,MR1,A3093,Malaysia,18228,18084,4334,9064,12823
3692,465,3692,MR1,A0683,China,18229,17993,4044,8345,12107
3693,3228,3693,MR1,A2130,China,18229,17992,4044,8346,12107
3694,3229,3694,MR1,A0859,Hong Kong SAR,18231,17800,4379,8558,12439
3695,3230,3695,MR1,A7390,Hong Kong SAR,18232,18088,4095,8481,12115
3696,3231,3696,MR1,A1948,China,18234,18180,4452,9012,12626
3697,3232,3697,MR1,A7461,Hong Kong SAR,18234,18069,4218,8609,12403
3698,3233,3698,MR1,A4643,China,18235,18194,3972,8485,12278
3699,3234,3699,MR1,A4559,Hong Kong SAR,18235,17933,4540,8906,12577
3700,3235,3700,MR1,A2513,Hong Kong SAR,18237,18213,3670,7949,11962
3701,3236,3701,MR1,A5172,Hong Kong SAR,18237,17948,4424,8736,12633
3702,3237,3702,MR1,A2127,Hong Kong SAR,18238,17916,4843,9494,13347
3703,466,3703,MR1,A9143,China,18238,18200,3956,8337,12239
3704,3238,3704,MR1,A2536,China,18240,17972,4804,9376,13009
3705,3239,3705,MR1,A7517,Hong Kong SAR,18240,18015,4398,8882,12683
3706,3240,3706,MR1,A8537,China,18243,17907,4506,8802,12411
3707,3241,3707,MR1,A6099,Hong Kong SAR,18243,17883,4250,8336,12320
3708,3242,3708,MR1,A6967,China,18245,18220,3863,8354,12331
3709,3243,3709,MR1,A6061,China,18245,18094,4140,8453,12022
3710,3244,3710,MR1,A1217,Hong Kong SAR,18245,18033,4454,9029,12755
3711,3245,3711,MR1,A5065,Hong Kong SAR,18246,17859,4556,8530,12012
3712,3246,3712,MR1,A5738,Hong Kong SAR,18250,18018,4443,8787,12319
3713,3247,3713,MR1,A6694,Philippines,18250,17859,4736,9011,12750
3714,3248,3714,MR1,A6988,Taiwan,18251,18073,4160,8610,12526
3715,3249,3715,MR1,A2554,China,18254,18069,4017,8165,12291
3716,3250,3716,MR1,A6928,Hong Kong SAR,18254,17957,4668,9019,12873
3717,3251,3717,MR1,A0949,Hong Kong SAR,18256,18153,3654,7600,11682
3718,3252,3718,MR1,A0427,Hong Kong SAR,18256,18063,4255,8475,12408
3719,3253,3719,MR1,A4527,Hong Kong SAR,18259,18098,4354,9026,12932
3720,3254,3720,MR1,A1711,China,18260,18157,4248,8584,12674
3721,3255,3721,MR1,A2141,Hong Kong SAR,18260,18132,3902,7987,12103
3722,3256,3722,MR1,A8300,Hong Kong SAR,18262,17867,4774,9179,12833
3723,3257,3723,MR1,A0022,Hong Kong SAR,18265,17973,4708,9309,12866
3724,3258,3724,MR1,A1542,Hong Kong SAR,18265,17875,4691,9238,12953
3725,3259,3725,MR1,A8108,Hong Kong SAR,18269,18238,3762,8170,12263
3726,3260,3726,MR1,A8321,China,18270,18218,4097,8741,12360
3727,467,3727,MR1,A5043,Hong Kong SAR,18270,18029,4579,9216,13048
3728,3261,3728,MR1,A6115,United Kingdom,18270,17967,4091,7932,12011
3729,3262,3729,MR1,A2935,China,18271,18135,4621,9425,12983
3730,3263,3730,MR1,A8375,France,18272,18233,3826,8043,12032
3731,3264,3731,MR1,A3962,Malaysia,18274,17884,4623,8896,12423
3732,3265,3732,MR1,A2082,Hong Kong SAR,18274,18013,4610,9794,13121
3733,3266,3733,MR1,A8340,Hong Kong SAR,18276,18146,3921,8238,12224
3734,3267,3734,MR1,A1270,Hong Kong SAR,18278,18264,3712,8012,11913
3735,3268,3735,MR1,A7521,Hong Kong SAR,18281,18051,4461,8759,12501
3736,3269,3736,MR1,A2450,Hong Kong SAR,18284,17964,4593,9093,12770
3737,3270,3737,MR1,A1168,Hong Kong SAR,18284,18146,4103,8877,12830
3738,468,3738,MR1,A6033,Hong Kong SAR,18285,18002,4801,9213,12911
3739,3271,3739,MR1,A8980,Japan,18286,18211,4036,8258,12128
3740,3272,3740,MR1,A8768,Japan,18289,18002,4702,9032,12896
3741,3273,3741,MR1,A7737,Hong Kong SAR,18292,18072,3956,7894,11655
3742,469,3742,MR1,A6540,China,18292,17365,4544,8818,12578
3743,3274,3743,MR1,A5960,Hong Kong SAR,18294,18243,4013,8507,12532
3744,3275,3744,MR1,A1979,Hong Kong SAR,18295,18248,3839,8349,12285
3745,470,3745,MR1,A3521,Hong Kong SAR,18296,18277,3968,8495,12557
3746,3276,3746,MR1,A0781,United Kingdom,18296,18036,4739,9296,12985
3747,3277,3747,MR1,A4545,Hong Kong SAR,18298,18228,3719,8077,12297
3748,3278,3748,MR1,A6333,Hong Kong SAR,18301,18194,4031,8441,12193
3749,3279,3749,MR1,A3636,Hong Kong SAR,18301,18061,4282,8540,12280
3750,3280,3750,MR1,A0411,Hong Kong SAR,18301,18129,4220,8417,12164
3751,3281,3751,MR1,A0398,China,18301,18274,3864,8473,12568
3752,3282,3752,MR1,A7310,Hong Kong SAR,18303,18061,4209,8603,12557
3753,3283,3753,MR1,A2692,Hong Kong SAR,18303,18224,3872,8376,12283
3754,3284,3754,MR1,A7972,Hong Kong SAR,18307,18286,3966,8354,12335
3755,3285,3755,MR1,A5053,Hong Kong SAR,18308,18194,4206,8656,12519
3756,471,3756,MR1,A8491,China,18310,18149,4493,9234,13010
3757,3286,3757,MR1,A2926,China,18310,18165,4567,9260,12936
3758,3287,3758,MR1,A4489,Hong Kong SAR,18310,17998,4609,9258,12962
3759,3288,3759,MR1,A3430,Hong Kong SAR,18311,18275,4471,9029,13007
3760,3289,3760,MR1,A7584,Hong Kong SAR,18312,18231,4325,9033,12923
3761,3290,3761,MR1,A8042,Hong Kong SAR,18313,18205,4519,9273,13031
3762,3291,3762,MR1,A3552,Hong Kong SAR,18313,18086,4244,8674,12587
3763,472,3763,MR1,A1736,Canada,18314,18027,4772,9535,13357
3764,3292,3764,MR1,A1849,Hong Kong SAR,18315,18003,4947,9417,13144
3765,3293,3765,MR1,A1396,Hong Kong SAR,18316,18073,4164,8203,12047
3766,3294,3766,MR1,A7199,Hong Kong SAR,18316,18176,4496,9363,13188
3767,3295,3767,MR1,A3090,Hong Kong SAR,18316,17941,4312,8504,12446
3768,3296,3768,MR1,A9174,Burundi,18316,18278,3556,7754,11890
3769,3297,3769,MR1,A3262,Hong Kong SAR,18318,18092,4251,8245,11782
3770,3298,3770,MR1,A5905,Hong Kong SAR,18322,17954,4462,8640,12382
3771,3299,3771,MR1,A4586,Hong Kong SAR,18324,18277,4111,8585,12899
3772,473,3772,MR1,A4889,China,18325,18118,4621,8683,11958
3773,3300,3773,MR1,A3277,Hong Kong SAR,18327,18208,4126,8402,12346
3774,3301,3774,MR1,A6590,China,18327,18255,3884,8256,12311
3775,3302,3775,MR1,A7655,Hong Kong SAR,18329,18034,4669,9280,13059
3776,3303,3776,MR1,A8550,China,18330,18086,4902,9283,13020
3777,3304,3777,MR1,A3214,Hong Kong SAR,18331,18060,4213,8424,12291
3778,3305,3778,MR1,A8440,Australia,18333,18258,3850,8279,12391
3779,3306,3779,MR1,A8438,China,18333,18089,4386,8936,12732
3780,3307,3780,MR1,A0360,Indonesia,18334,18268,3815,8222,12278
3781,474,3781,MR1,A8224,China,18335,17995,4809,9592,13213
3782,3308,3782,MR1,A5911,Hong Kong SAR,18336,18326,3802,8129,12116
3783,3309,3783,MR1,A8083,Hong Kong SAR,18336,18025,4633,9251,13022
3784,3310,3784,MR1,A6882,China,18338,18023,4454,8465,11897
3785,3311,3785,MR1,A4329,Hong Kong SAR,18342,18007,4275,8697,12566
3786,3312,3786,MR1,A5946,Hong Kong SAR,18345,18233,4271,8845,12577
3787,3313,3787,MR1,A0289,Australia,18347,18216,4179,8603,12503
3788,475,3788,MR1,A7239,Taiwan,18347,17989,4954,9783,13361
3789,476,3789,MR1,A7475,Hong Kong SAR,18347,18202,4195,8720,12659
3790,3314,3790,MR1,A8178,China,18349,18249,4186,8686,12393
3791,3315,3791,MR1,A1249,Hong Kong SAR,18350,18023,4811,9245,12828
3792,3316,3792,MR1,A2384,Hong Kong SAR,18350,18259,4569,9228,13118
3793,3317,3793,MR1,A9005,Hong Kong SAR,18351,18089,4527,8806,12636
3794,477,3794,MR1,A4449,China,18353,18245,4350,9032,12907
3795,3318,3795,MR1,A8005,China,18353,18237,3804,7785,10869
3796,3319,3796,MR1,A1888,Hong Kong SAR,18355,18041,4404,8723,12413
3797,3320,3797,MR1,A6282,Philippines,18355,18343,3826,8174,12010
3798,478,3798,MR1,A7656,Philippines,18355,18345,3826,8174,12010
3799,479,3799,MR1,A2670,Philippines,18356,18346,3670,8118,12090
3800,3321,3800,MR1,A6931,Hong Kong SAR,18356,18297,4386,9336,13160
3801,480,3801,MR1,A0123,Hong Kong SAR,18356,18020,4275,8697,12567
3802,3322,3802,MR1,A7275,Hong Kong SAR,18357,18314,4035,8544,12429
3803,3323,3803,MR1,A3091,Hong Kong SAR,18359,18135,4128,8466,12213
3804,3324,3804,MR1,A1813,Hong Kong SAR,18360,17992,4885,9238,12913
3805,3325,3805,MR1,A3509,Hong Kong SAR,18362,18195,3944,8048,11800
3806,3326,3806,MR1,A3437,Hong Kong SAR,18363,18091,4650,9349,13022
3807,481,3807,MR1,A6194,Hong Kong SAR,18364,18177,4477,8999,12823
3808,3327,3808,MR1,A0277,Hong Kong SAR,18364,18285,4052,8771,12845
3809,3328,3809,MR1,A7624,Hong Kong SAR,18364,18207,4200,8615,12604
3810,3329,3810,MR1,A3746,Hong Kong SAR,18366,18323,4050,8624,12545
3811,3330,3811,MR1,A1958,Hong Kong SAR,18367,18194,4084,8544,12446
3812,3331,3812,MR1,A0011,China,18368,18071,4278,8425,12184
3813,3332,3813,MR1,A4440,Hong Kong SAR,18368,18033,4208,8357,12268
3814,3333,3814,MR1,A3625,Japan,18371,18330,4076,8248,12828
3815,3334,3815,MR1,A8336,Hong Kong SAR,18372,18097,4126,8571,12458
3816,482,3816,MR1,A3942,China,18373,18266,4271,8755,12581
3817,483,3817,MR1,A5421,China,18373,18259,4289,8749,12730
3818,3335,3818,MR1,A6137,China,18375,18099,4532,8997,12803
3819,3336,3819,MR1,A3480,Hong Kong SAR,18375,18082,4368,8647,12207
3820,3337,3820,MR1,A0615,Hong Kong SAR,18376,17994,4477,9061,13044
3821,3338,3821,MR1,A3002,Hong Kong SAR,18376,18016,4720,9180,12982
3822,3339,3822,MR1,A5744,Hong Kong SAR,18378,18312,4128,8571,12404
3823,3340,3823,MR1,A0699,Hong Kong SAR,18379,18369,3482,7647,12087
3825,484,3825,MR1,A6916,Hong Kong SAR,18384,18317,4012,8767,12770
3826,3342,3826,MR1,A1492,Hong Kong SAR,18385,18197,4021,8069,12272
3827,3343,3827,MR1,A0692,China,18385,17979,4632,9435,13070
3828,3344,3828,MR1,A4944,Hong Kong SAR,18385,18109,4271,8373,12348
3829,485,3829,MR1,A5840,China,18385,18071,4728,9447,13113
3830,486,3830,MR1,A2258,Hong Kong SAR,18385,18366,3560,7720,11887
3831,487,3831,MR1,A3069,Hong Kong SAR,18387,18330,3928,8341,12805
3832,3345,3832,MR1,A1529,Hong Kong SAR,18388,18092,4588,8923,12644
3833,3346,3833,MR1,A6497,Hong Kong SAR,18389,18019,4528,8897,12308
3834,3347,3834,MR1,A4380,Hong Kong SAR,18393,18336,4063,8599,12523
3835,3348,3835,MR1,A8534,Japan,18397,18246,4117,8584,12526
3836,3349,3836,MR1,A3575,Hong Kong SAR,18397,18328,4111,8622,12416
3837,3350,3837,MR1,A1496,Hong Kong SAR,18398,18066,4708,9231,13103
3838,3351,3838,MR1,A1166,Malaysia,18400,18054,4365,8673,12776
3839,3352,3839,MR1,A0199,Hong Kong SAR,18401,18055,4120,8483,12581
3840,488,3840,MR1,A3494,Hong Kong SAR,18401,18223,4415,9018,12840
3841,3353,3841,MR1,A1247,Hong Kong SAR,18401,18109,4375,8994,12971
3842,3354,3842,MR1,A5059,Hong Kong SAR,18402,18212,3683,7880,11831
3843,3355,3843,MR1,A2740,Hong Kong SAR,18405,18181,4261,8954,12878
3844,3356,3844,MR1,A8477,China,18405,18061,4244,8619,12665
3845,3357,3845,MR1,A3259,Hong Kong SAR,18406,18211,4621,8961,12650
3846,3358,3846,MR1,A0698,Hong Kong SAR,18406,18069,4405,8739,12479
3847,3359,3847,MR1,A4714,Hong Kong SAR,18407,18085,4384,8612,12474
3848,3360,3848,MR1,A4829,Hong Kong SAR,18408,18127,4000,8275,11955
